ip,app,device,os,channel,click_scalar,is_attributed
1176.0,15.0,1.0,19.0,386.0,2.0,0.0
60808.0,12.0,1.0,13.0,328.0,1.0,0.0
176594.0,35.0,1.0,19.0,274.0,3.0,1.0
26759.0,35.0,1.0,13.0,21.0,1.0,1.0
167577.0,19.0,0.0,24.0,213.0,4.0,1.0
66356.0,3.0,1.0,3.0,280.0,2.0,0.0
195028.0,35.0,1.0,20.0,274.0,1.0,1.0
101342.0,15.0,1.0,18.0,245.0,3.0,0.0
197535.0,29.0,1.0,13.0,101.0,1.0,1.0
77107.0,35.0,1.0,13.0,21.0,4.0,1.0
44568.0,21.0,1.0,15.0,128.0,3.0,0.0
161949.0,12.0,1.0,13.0,145.0,4.0,0.0
13714.0,3.0,1.0,6.0,424.0,3.0,0.0
197721.0,5.0,1.0,36.0,113.0,1.0,1.0
37458.0,2.0,1.0,6.0,236.0,4.0,0.0
150844.0,29.0,1.0,13.0,343.0,0.0,1.0
13597.0,2.0,1.0,13.0,122.0,1.0,0.0
187214.0,10.0,1.0,30.0,113.0,3.0,1.0
20266.0,8.0,1.0,19.0,259.0,0.0,1.0
189452.0,10.0,1.0,7.0,113.0,5.0,1.0
73954.0,3.0,1.0,19.0,371.0,4.0,0.0
126863.0,19.0,0.0,607.0,282.0,1.0,1.0
30433.0,35.0,1.0,19.0,21.0,3.0,1.0
211889.0,3.0,1.0,18.0,211.0,3.0,0.0
88071.0,35.0,1.0,20.0,21.0,0.0,1.0
115445.0,18.0,1.0,12.0,107.0,0.0,0.0
168071.0,35.0,1.0,19.0,21.0,5.0,1.0
35017.0,9.0,1.0,19.0,215.0,4.0,0.0
167896.0,3.0,1.0,14.0,480.0,4.0,0.0
167216.0,3.0,1.0,22.0,280.0,1.0,0.0
109723.0,15.0,1.0,13.0,245.0,2.0,0.0
23342.0,62.0,1.0,19.0,21.0,5.0,1.0
75566.0,15.0,1.0,19.0,245.0,3.0,0.0
30304.0,35.0,1.0,19.0,21.0,2.0,1.0
129349.0,35.0,1.0,13.0,21.0,5.0,1.0
17069.0,35.0,1.0,16.0,274.0,4.0,1.0
172376.0,1.0,1.0,27.0,125.0,2.0,0.0
6794.0,26.0,1.0,28.0,266.0,0.0,0.0
158514.0,174.0,0.0,0.0,101.0,0.0,1.0
93886.0,12.0,1.0,25.0,178.0,1.0,0.0
4876.0,12.0,2.0,32.0,145.0,3.0,0.0
35221.0,15.0,1.0,53.0,245.0,4.0,0.0
123912.0,12.0,1.0,22.0,277.0,0.0,0.0
75858.0,3.0,1.0,18.0,280.0,0.0,0.0
167115.0,10.0,1.0,27.0,113.0,5.0,1.0
71286.0,2.0,1.0,22.0,237.0,1.0,0.0
114559.0,19.0,33.0,29.0,213.0,0.0,1.0
105181.0,19.0,50.0,0.0,213.0,2.0,1.0
80705.0,11.0,1.0,13.0,219.0,2.0,1.0
138003.0,18.0,1.0,14.0,107.0,1.0,0.0
210671.0,116.0,1.0,41.0,101.0,4.0,1.0
108742.0,35.0,1.0,13.0,21.0,4.0,1.0
40400.0,12.0,1.0,17.0,277.0,4.0,0.0
85855.0,14.0,1.0,37.0,134.0,1.0,0.0
172055.0,50.0,40.0,24.0,213.0,5.0,1.0
1462.0,12.0,1.0,17.0,178.0,4.0,0.0
49520.0,15.0,1.0,18.0,245.0,2.0,0.0
183136.0,2.0,1.0,19.0,122.0,1.0,0.0
99761.0,14.0,1.0,48.0,134.0,5.0,0.0
138663.0,10.0,1.0,14.0,113.0,2.0,1.0
137233.0,19.0,0.0,24.0,213.0,4.0,1.0
95628.0,35.0,1.0,13.0,21.0,4.0,1.0
62976.0,2.0,1.0,19.0,237.0,2.0,0.0
79044.0,2.0,1.0,20.0,237.0,1.0,0.0
163024.0,35.0,1.0,13.0,21.0,0.0,1.0
112668.0,3.0,1.0,19.0,379.0,5.0,0.0
38653.0,10.0,1.0,13.0,113.0,4.0,1.0
166129.0,5.0,1.0,43.0,113.0,1.0,1.0
133522.0,12.0,2.0,17.0,140.0,3.0,0.0
59062.0,3.0,1.0,13.0,379.0,5.0,0.0
94188.0,9.0,1.0,22.0,334.0,3.0,0.0
181055.0,19.0,0.0,38.0,347.0,3.0,1.0
155042.0,72.0,1.0,19.0,101.0,0.0,1.0
209214.0,155.0,1.0,19.0,213.0,5.0,1.0
133394.0,29.0,1.0,22.0,213.0,1.0,1.0
84197.0,13.0,1.0,37.0,477.0,2.0,0.0
78599.0,3.0,1.0,19.0,280.0,4.0,0.0
107999.0,9.0,1.0,17.0,134.0,0.0,0.0
149278.0,3.0,1.0,19.0,442.0,4.0,0.0
66918.0,29.0,1.0,19.0,343.0,1.0,1.0
158345.0,64.0,1.0,19.0,459.0,4.0,1.0
145783.0,10.0,1.0,47.0,113.0,4.0,1.0
35017.0,12.0,1.0,9.0,277.0,3.0,0.0
212165.0,27.0,1.0,37.0,280.0,4.0,1.0
180128.0,35.0,1.0,19.0,21.0,4.0,1.0
8495.0,12.0,1.0,41.0,481.0,3.0,0.0
192012.0,2.0,1.0,19.0,205.0,4.0,0.0
50300.0,72.0,1.0,6.0,101.0,3.0,1.0
25128.0,150.0,1.0,19.0,110.0,4.0,1.0
8330.0,15.0,2.0,25.0,3.0,2.0,0.0
40317.0,3.0,1.0,19.0,280.0,2.0,0.0
43834.0,18.0,1.0,9.0,439.0,5.0,0.0
53454.0,64.0,1.0,17.0,459.0,5.0,0.0
62879.0,18.0,1.0,13.0,107.0,3.0,0.0
12979.0,12.0,1.0,17.0,265.0,2.0,0.0
98943.0,35.0,1.0,13.0,274.0,2.0,1.0
133838.0,19.0,67.0,24.0,333.0,3.0,1.0
99887.0,15.0,1.0,19.0,245.0,2.0,0.0
87318.0,3.0,1.0,18.0,205.0,1.0,0.0
151492.0,115.0,1.0,18.0,203.0,2.0,1.0
150332.0,19.0,166.0,24.0,333.0,2.0,1.0
128108.0,3.0,1.0,19.0,280.0,5.0,0.0
4052.0,15.0,1.0,13.0,315.0,0.0,0.0
61524.0,9.0,1.0,25.0,258.0,4.0,0.0
103303.0,35.0,1.0,13.0,21.0,2.0,1.0
88479.0,9.0,1.0,13.0,244.0,1.0,0.0
98593.0,12.0,1.0,19.0,205.0,4.0,0.0
38379.0,2.0,1.0,19.0,435.0,2.0,0.0
65252.0,3.0,1.0,32.0,280.0,1.0,0.0
157682.0,10.0,1.0,61.0,113.0,3.0,1.0
160958.0,9.0,1.0,18.0,244.0,4.0,1.0
203345.0,5.0,1.0,61.0,113.0,5.0,1.0
66188.0,1.0,1.0,19.0,134.0,5.0,0.0
205300.0,27.0,1.0,15.0,122.0,2.0,0.0
191431.0,5.0,1.0,11.0,113.0,5.0,1.0
89692.0,3.0,1.0,17.0,137.0,2.0,0.0
815.0,3.0,1.0,13.0,280.0,1.0,0.0
143708.0,35.0,1.0,17.0,21.0,3.0,1.0
46810.0,9.0,1.0,8.0,215.0,1.0,0.0
160061.0,12.0,1.0,22.0,178.0,3.0,0.0
140977.0,19.0,337.0,21.0,213.0,3.0,1.0
203440.0,5.0,1.0,11.0,113.0,2.0,1.0
3964.0,18.0,1.0,52.0,134.0,5.0,0.0
36204.0,39.0,1.0,19.0,101.0,1.0,1.0
109703.0,13.0,1.0,19.0,477.0,3.0,0.0
134243.0,35.0,1.0,18.0,274.0,2.0,1.0
106172.0,2.0,1.0,36.0,219.0,1.0,0.0
68651.0,35.0,1.0,14.0,21.0,1.0,1.0
195840.0,10.0,1.0,11.0,113.0,5.0,1.0
38311.0,2.0,1.0,16.0,212.0,3.0,0.0
72248.0,9.0,1.0,19.0,334.0,3.0,0.0
172949.0,19.0,0.0,24.0,213.0,1.0,1.0
50945.0,1.0,1.0,2.0,134.0,2.0,0.0
6308.0,19.0,0.0,0.0,347.0,2.0,1.0
145934.0,10.0,1.0,40.0,113.0,3.0,1.0
125205.0,1.0,1.0,19.0,377.0,3.0,0.0
11924.0,24.0,1.0,17.0,178.0,5.0,0.0
108913.0,15.0,1.0,6.0,386.0,2.0,0.0
17808.0,35.0,1.0,13.0,274.0,1.0,1.0
168309.0,35.0,1.0,37.0,274.0,2.0,1.0
75943.0,14.0,1.0,35.0,379.0,0.0,0.0
121971.0,15.0,1.0,18.0,245.0,2.0,0.0
55184.0,6.0,1.0,10.0,459.0,1.0,0.0
11006.0,3.0,1.0,19.0,280.0,3.0,0.0
152714.0,2.0,1.0,22.0,469.0,0.0,0.0
30865.0,62.0,1.0,19.0,21.0,3.0,1.0
153468.0,2.0,1.0,13.0,236.0,4.0,0.0
90353.0,35.0,1.0,19.0,274.0,4.0,1.0
201568.0,12.0,1.0,19.0,328.0,1.0,0.0
5348.0,19.0,0.0,29.0,213.0,1.0,1.0
7264.0,35.0,1.0,19.0,21.0,1.0,1.0
99944.0,15.0,1.0,19.0,265.0,4.0,0.0
3313.0,12.0,1.0,27.0,328.0,4.0,0.0
130824.0,3.0,1.0,22.0,280.0,4.0,0.0
68333.0,19.0,0.0,24.0,347.0,1.0,1.0
202057.0,19.0,16.0,0.0,213.0,3.0,1.0
28778.0,12.0,1.0,53.0,481.0,1.0,0.0
146616.0,72.0,1.0,13.0,101.0,3.0,1.0
145609.0,45.0,1.0,25.0,5.0,5.0,1.0
82284.0,35.0,1.0,19.0,21.0,1.0,1.0
94042.0,2.0,1.0,15.0,212.0,4.0,0.0
113543.0,3.0,1.0,19.0,137.0,5.0,0.0
61313.0,35.0,1.0,20.0,21.0,1.0,1.0
163769.0,35.0,1.0,3.0,274.0,5.0,1.0
169147.0,12.0,1.0,14.0,178.0,3.0,0.0
63839.0,35.0,1.0,10.0,274.0,4.0,1.0
196999.0,45.0,1.0,47.0,222.0,4.0,1.0
51634.0,3.0,1.0,19.0,280.0,2.0,0.0
182943.0,19.0,67.0,24.0,213.0,4.0,1.0
174811.0,19.0,0.0,21.0,347.0,2.0,1.0
150381.0,12.0,1.0,8.0,178.0,5.0,0.0
165721.0,35.0,1.0,19.0,21.0,1.0,1.0
73761.0,12.0,1.0,25.0,178.0,2.0,0.0
184438.0,19.0,82.0,24.0,333.0,1.0,1.0
50478.0,29.0,1.0,13.0,213.0,1.0,1.0
185587.0,12.0,1.0,13.0,328.0,5.0,0.0
56323.0,29.0,1.0,19.0,343.0,3.0,1.0
113509.0,14.0,1.0,1.0,208.0,4.0,0.0
5682.0,18.0,1.0,10.0,107.0,1.0,0.0
206001.0,3.0,1.0,9.0,19.0,2.0,0.0
206889.0,19.0,0.0,0.0,213.0,1.0,1.0
100256.0,35.0,1.0,13.0,21.0,1.0,1.0
160207.0,6.0,1.0,14.0,459.0,4.0,0.0
122218.0,14.0,1.0,8.0,134.0,3.0,0.0
160676.0,10.0,1.0,4.0,113.0,2.0,1.0
139976.0,10.0,1.0,61.0,113.0,1.0,1.0
75007.0,19.0,0.0,24.0,213.0,5.0,1.0
94188.0,11.0,1.0,19.0,319.0,1.0,1.0
38099.0,19.0,21.0,24.0,213.0,1.0,1.0
55853.0,20.0,1.0,19.0,259.0,1.0,1.0
63309.0,14.0,1.0,27.0,489.0,0.0,0.0
212357.0,19.0,34.0,24.0,213.0,2.0,1.0
35252.0,14.0,1.0,16.0,360.0,3.0,0.0
139344.0,35.0,1.0,19.0,21.0,2.0,1.0
21627.0,12.0,1.0,19.0,178.0,5.0,0.0
146208.0,2.0,1.0,13.0,237.0,3.0,0.0
69096.0,5.0,1.0,19.0,377.0,3.0,1.0
71710.0,27.0,1.0,18.0,153.0,4.0,0.0
73937.0,11.0,1.0,10.0,469.0,2.0,0.0
84635.0,3.0,1.0,19.0,466.0,4.0,0.0
124375.0,1.0,1.0,13.0,134.0,3.0,0.0
154362.0,10.0,1.0,4.0,113.0,3.0,1.0
73162.0,29.0,1.0,13.0,213.0,5.0,1.0
53013.0,3.0,1.0,53.0,466.0,3.0,0.0
172361.0,3.0,1.0,19.0,280.0,3.0,0.0
48176.0,18.0,3032.0,607.0,107.0,2.0,0.0
95766.0,14.0,1.0,13.0,480.0,5.0,0.0
98823.0,9.0,1.0,13.0,442.0,2.0,0.0
202876.0,12.0,1.0,19.0,145.0,5.0,0.0
125915.0,19.0,6.0,29.0,213.0,1.0,1.0
19475.0,29.0,1.0,19.0,343.0,1.0,1.0
112969.0,5.0,1.0,43.0,113.0,1.0,1.0
108942.0,12.0,1.0,19.0,135.0,1.0,0.0
193719.0,19.0,0.0,38.0,213.0,4.0,1.0
197576.0,12.0,1.0,19.0,145.0,4.0,0.0
59096.0,35.0,1.0,20.0,21.0,4.0,1.0
180225.0,8.0,1.0,25.0,259.0,1.0,0.0
154771.0,2.0,1.0,6.0,477.0,1.0,0.0
34795.0,35.0,1.0,19.0,21.0,2.0,1.0
191003.0,19.0,0.0,24.0,333.0,2.0,1.0
184039.0,3.0,1.0,25.0,280.0,4.0,0.0
95669.0,35.0,1.0,13.0,274.0,3.0,1.0
11245.0,14.0,1.0,17.0,360.0,1.0,0.0
172187.0,24.0,1.0,10.0,178.0,1.0,0.0
195073.0,11.0,1.0,13.0,219.0,0.0,1.0
71482.0,3.0,1.0,25.0,280.0,0.0,0.0
57930.0,3.0,1.0,19.0,280.0,2.0,0.0
207685.0,13.0,1.0,19.0,477.0,3.0,0.0
53964.0,9.0,1.0,20.0,134.0,3.0,0.0
71742.0,9.0,1.0,19.0,215.0,4.0,0.0
41087.0,22.0,1.0,17.0,496.0,1.0,0.0
42577.0,8.0,1.0,13.0,259.0,1.0,0.0
85121.0,9.0,1.0,13.0,334.0,0.0,0.0
43899.0,3.0,1.0,13.0,205.0,3.0,0.0
206059.0,35.0,1.0,19.0,21.0,5.0,1.0
113803.0,19.0,0.0,24.0,213.0,3.0,1.0
208247.0,3.0,1.0,11.0,280.0,2.0,0.0
38876.0,15.0,1.0,30.0,386.0,3.0,0.0
41245.0,9.0,1.0,19.0,442.0,4.0,0.0
164682.0,35.0,1.0,13.0,274.0,5.0,1.0
23207.0,2.0,1.0,10.0,477.0,3.0,0.0
123759.0,1.0,1.0,13.0,124.0,1.0,0.0
179533.0,3.0,1.0,19.0,280.0,5.0,0.0
65971.0,2.0,1.0,13.0,469.0,3.0,0.0
115208.0,12.0,1.0,13.0,178.0,1.0,0.0
61489.0,20.0,1.0,13.0,478.0,5.0,1.0
2572.0,35.0,1.0,14.0,274.0,2.0,1.0
159666.0,45.0,1.0,18.0,213.0,5.0,1.0
187279.0,1.0,2.0,1.0,125.0,5.0,0.0
205773.0,15.0,1.0,22.0,140.0,2.0,0.0
32625.0,35.0,1.0,19.0,21.0,4.0,1.0
147678.0,12.0,1.0,41.0,259.0,0.0,0.0
15304.0,19.0,189.0,29.0,213.0,4.0,1.0
176281.0,10.0,1.0,43.0,113.0,1.0,1.0
63776.0,3.0,1.0,13.0,280.0,4.0,0.0
86452.0,11.0,1.0,19.0,219.0,3.0,1.0
23487.0,35.0,1.0,13.0,21.0,4.0,1.0
123977.0,18.0,1.0,17.0,107.0,4.0,0.0
27997.0,35.0,1.0,13.0,21.0,2.0,1.0
197739.0,12.0,1.0,18.0,105.0,2.0,0.0
171640.0,5.0,1.0,30.0,113.0,2.0,1.0
93021.0,15.0,1.0,34.0,245.0,1.0,0.0
44670.0,9.0,1.0,13.0,232.0,3.0,0.0
60235.0,19.0,0.0,21.0,347.0,3.0,1.0
33751.0,35.0,1.0,19.0,21.0,3.0,1.0
172465.0,3.0,1.0,10.0,280.0,4.0,0.0
65626.0,35.0,1.0,13.0,21.0,4.0,1.0
53454.0,1.0,1.0,19.0,153.0,3.0,0.0
129002.0,5.0,1.0,11.0,113.0,1.0,1.0
178827.0,10.0,1.0,32.0,113.0,1.0,1.0
5932.0,3.0,1.0,18.0,135.0,3.0,0.0
29651.0,10.0,1.0,19.0,113.0,5.0,1.0
150308.0,2.0,1.0,19.0,122.0,0.0,0.0
40317.0,9.0,1.0,25.0,215.0,3.0,0.0
109450.0,35.0,1.0,13.0,21.0,4.0,1.0
61552.0,35.0,1.0,19.0,274.0,4.0,1.0
145658.0,35.0,1.0,10.0,274.0,5.0,1.0
16143.0,15.0,1.0,13.0,379.0,3.0,0.0
32305.0,18.0,1.0,13.0,121.0,4.0,0.0
81698.0,12.0,1.0,19.0,265.0,3.0,0.0
16649.0,10.0,1.0,14.0,113.0,3.0,1.0
67227.0,21.0,1.0,19.0,128.0,0.0,0.0
73487.0,14.0,1.0,8.0,360.0,2.0,0.0
204768.0,15.0,1.0,13.0,153.0,4.0,0.0
141957.0,10.0,1.0,37.0,113.0,2.0,1.0
56465.0,15.0,1.0,8.0,3.0,0.0,0.0
156277.0,19.0,0.0,0.0,213.0,3.0,1.0
48338.0,12.0,1.0,19.0,178.0,2.0,0.0
150445.0,15.0,1.0,22.0,315.0,0.0,0.0
75353.0,9.0,1.0,13.0,215.0,3.0,0.0
71739.0,14.0,1.0,22.0,439.0,1.0,0.0
44670.0,15.0,1.0,13.0,315.0,2.0,0.0
92575.0,3.0,1.0,19.0,402.0,4.0,0.0
178827.0,5.0,1.0,36.0,113.0,4.0,1.0
8503.0,19.0,0.0,24.0,213.0,3.0,1.0
50489.0,35.0,1.0,19.0,21.0,4.0,1.0
79857.0,12.0,1.0,6.0,245.0,0.0,0.0
93460.0,202.0,1.0,19.0,421.0,0.0,1.0
136580.0,5.0,1.0,4.0,113.0,2.0,1.0
195400.0,35.0,1.0,13.0,21.0,2.0,1.0
185961.0,35.0,1.0,13.0,21.0,4.0,1.0
59.0,18.0,1.0,20.0,107.0,5.0,0.0
69304.0,12.0,1.0,17.0,259.0,3.0,0.0
125815.0,2.0,1.0,19.0,377.0,0.0,0.0
169764.0,14.0,1.0,47.0,486.0,1.0,0.0
7945.0,35.0,1.0,19.0,21.0,5.0,1.0
60320.0,24.0,1.0,17.0,105.0,3.0,0.0
177795.0,35.0,1.0,20.0,21.0,2.0,1.0
79909.0,19.0,0.0,38.0,347.0,5.0,1.0
112291.0,35.0,1.0,10.0,21.0,2.0,1.0
171862.0,3.0,1.0,13.0,280.0,5.0,0.0
64680.0,12.0,1.0,19.0,328.0,2.0,0.0
195422.0,19.0,6.0,29.0,213.0,1.0,1.0
206480.0,29.0,1.0,19.0,213.0,2.0,1.0
31494.0,3.0,1.0,17.0,280.0,4.0,0.0
37531.0,3.0,1.0,19.0,417.0,1.0,0.0
65026.0,18.0,1.0,13.0,107.0,1.0,0.0
53523.0,35.0,1.0,18.0,21.0,3.0,1.0
78939.0,35.0,1.0,19.0,21.0,3.0,1.0
33918.0,14.0,1.0,16.0,463.0,1.0,0.0
107021.0,12.0,1.0,19.0,205.0,3.0,0.0
92429.0,35.0,1.0,19.0,21.0,1.0,1.0
129412.0,15.0,1.0,18.0,245.0,3.0,0.0
197111.0,29.0,1.0,12.0,213.0,1.0,1.0
127754.0,8.0,1.0,16.0,145.0,4.0,0.0
22898.0,18.0,1.0,6.0,107.0,4.0,0.0
144131.0,19.0,0.0,21.0,213.0,4.0,1.0
116669.0,3.0,1.0,20.0,379.0,1.0,0.0
69365.0,2.0,1.0,13.0,452.0,3.0,0.0
94059.0,35.0,1.0,19.0,21.0,4.0,1.0
122428.0,15.0,1.0,13.0,245.0,4.0,0.0
193170.0,29.0,1.0,25.0,213.0,5.0,1.0
63798.0,2.0,1.0,16.0,236.0,2.0,0.0
130058.0,35.0,1.0,19.0,21.0,5.0,1.0
205256.0,21.0,1.0,20.0,341.0,6.0,1.0
48170.0,2.0,1.0,13.0,122.0,3.0,0.0
206472.0,34.0,1.0,17.0,243.0,0.0,1.0
123070.0,3.0,1.0,23.0,280.0,6.0,0.0
192076.0,1.0,1.0,6.0,13.0,5.0,1.0
168351.0,9.0,1.0,19.0,120.0,2.0,1.0
162979.0,5.0,1.0,27.0,113.0,2.0,1.0
188546.0,3.0,1.0,13.0,130.0,4.0,0.0
191794.0,9.0,1.0,17.0,234.0,3.0,0.0
179592.0,19.0,211.0,29.0,213.0,3.0,1.0
125222.0,2.0,1.0,16.0,469.0,0.0,0.0
5348.0,12.0,1.0,19.0,178.0,2.0,0.0
43607.0,14.0,1.0,13.0,401.0,4.0,0.0
32065.0,35.0,1.0,35.0,274.0,3.0,1.0
50165.0,35.0,1.0,22.0,274.0,1.0,1.0
5448.0,35.0,1.0,18.0,21.0,4.0,1.0
19623.0,35.0,1.0,13.0,21.0,2.0,1.0
98783.0,2.0,1.0,8.0,477.0,0.0,0.0
31865.0,35.0,1.0,13.0,21.0,2.0,1.0
175746.0,3.0,1.0,19.0,280.0,2.0,0.0
118932.0,35.0,1.0,13.0,21.0,1.0,1.0
64673.0,35.0,1.0,13.0,21.0,2.0,1.0
190557.0,35.0,1.0,19.0,274.0,4.0,1.0
118624.0,3.0,1.0,15.0,280.0,2.0,0.0
180539.0,15.0,1.0,13.0,386.0,2.0,0.0
187350.0,19.0,154.0,24.0,213.0,2.0,1.0
169448.0,10.0,1.0,32.0,113.0,5.0,1.0
49383.0,3.0,1.0,13.0,371.0,4.0,0.0
59762.0,5.0,1.0,6.0,377.0,2.0,0.0
159656.0,10.0,1.0,4.0,113.0,3.0,1.0
161527.0,72.0,1.0,13.0,101.0,2.0,1.0
190446.0,3.0,1.0,25.0,424.0,0.0,0.0
79934.0,12.0,1.0,13.0,178.0,2.0,0.0
5348.0,3.0,1.0,13.0,205.0,4.0,0.0
147065.0,3.0,1.0,17.0,280.0,3.0,0.0
14287.0,19.0,0.0,38.0,333.0,0.0,1.0
12916.0,18.0,3032.0,607.0,107.0,1.0,0.0
8505.0,8.0,2.0,17.0,145.0,3.0,0.0
160149.0,64.0,1.0,36.0,459.0,4.0,0.0
17277.0,18.0,1.0,11.0,107.0,4.0,0.0
201537.0,3.0,1.0,25.0,280.0,3.0,0.0
172750.0,35.0,1.0,17.0,21.0,3.0,1.0
119502.0,2.0,1.0,19.0,237.0,1.0,0.0
181712.0,9.0,1.0,22.0,232.0,3.0,1.0
146327.0,24.0,1.0,13.0,105.0,0.0,0.0
82039.0,12.0,1.0,41.0,328.0,3.0,0.0
81030.0,35.0,1.0,19.0,21.0,3.0,1.0
206130.0,35.0,1.0,13.0,21.0,3.0,1.0
168738.0,35.0,1.0,19.0,21.0,6.0,1.0
151923.0,45.0,1.0,32.0,419.0,5.0,1.0
60439.0,11.0,1.0,15.0,487.0,3.0,0.0
124763.0,14.0,1.0,19.0,480.0,5.0,0.0
197312.0,72.0,1.0,10.0,101.0,3.0,1.0
138856.0,15.0,1.0,27.0,245.0,3.0,0.0
77468.0,17.0,1.0,10.0,134.0,2.0,0.0
184559.0,29.0,1.0,19.0,213.0,1.0,1.0
78600.0,15.0,1.0,13.0,245.0,6.0,0.0
164331.0,120.0,0.0,24.0,101.0,2.0,1.0
8505.0,9.0,2.0,22.0,244.0,4.0,0.0
174814.0,35.0,1.0,22.0,21.0,2.0,1.0
110414.0,15.0,1.0,9.0,430.0,1.0,0.0
108744.0,35.0,1.0,13.0,21.0,5.0,1.0
106434.0,2.0,1.0,13.0,237.0,1.0,0.0
108666.0,35.0,1.0,13.0,21.0,5.0,1.0
195208.0,35.0,1.0,19.0,21.0,4.0,1.0
20464.0,15.0,1.0,19.0,153.0,2.0,0.0
88781.0,62.0,1.0,19.0,21.0,5.0,1.0
106223.0,2.0,1.0,13.0,477.0,2.0,0.0
32649.0,12.0,1.0,19.0,178.0,5.0,0.0
31047.0,9.0,1.0,19.0,215.0,4.0,0.0
52705.0,2.0,1.0,19.0,236.0,5.0,0.0
84040.0,3.0,1.0,6.0,280.0,2.0,0.0
131051.0,19.0,0.0,21.0,213.0,4.0,1.0
85235.0,12.0,1.0,18.0,178.0,2.0,0.0
211738.0,35.0,1.0,22.0,274.0,5.0,1.0
113762.0,35.0,1.0,20.0,21.0,4.0,1.0
175122.0,5.0,1.0,32.0,113.0,1.0,1.0
54095.0,12.0,1.0,8.0,277.0,5.0,0.0
73234.0,14.0,1.0,13.0,439.0,1.0,0.0
48419.0,64.0,1.0,19.0,459.0,5.0,0.0
84996.0,35.0,1.0,13.0,21.0,2.0,1.0
149358.0,72.0,1.0,19.0,101.0,0.0,1.0
161981.0,2.0,1.0,35.0,236.0,4.0,0.0
24361.0,35.0,1.0,19.0,21.0,2.0,1.0
5314.0,3.0,1.0,13.0,280.0,0.0,0.0
114743.0,18.0,1.0,16.0,376.0,0.0,0.0
201129.0,29.0,1.0,19.0,213.0,0.0,1.0
17231.0,3.0,1.0,19.0,280.0,5.0,0.0
26908.0,26.0,1.0,13.0,121.0,3.0,0.0
87577.0,55.0,1.0,19.0,453.0,4.0,1.0
27678.0,3.0,1.0,13.0,371.0,0.0,0.0
