ip,app,device,os,channel,click_scalar,is_attributed
157295.0,11.0,1.0,19.0,487.0,0.0,1.0
198568.0,23.0,1.0,19.0,153.0,0.0,0.0
132135.0,3.0,1.0,8.0,424.0,0.0,0.0
49645.0,8.0,2.0,9.0,145.0,2.0,0.0
137760.0,3.0,1.0,13.0,424.0,3.0,0.0
43793.0,20.0,1.0,19.0,259.0,4.0,1.0
147036.0,14.0,1.0,25.0,134.0,4.0,0.0
68987.0,2.0,1.0,12.0,477.0,1.0,0.0
64087.0,12.0,1.0,13.0,205.0,1.0,0.0
81450.0,2.0,1.0,17.0,237.0,2.0,0.0
22682.0,9.0,1.0,8.0,215.0,3.0,1.0
72144.0,22.0,1.0,19.0,496.0,1.0,0.0
190084.0,3.0,1.0,27.0,280.0,0.0,0.0
111247.0,12.0,1.0,19.0,178.0,0.0,0.0
8282.0,2.0,1.0,13.0,477.0,4.0,0.0
51361.0,3.0,1.0,17.0,409.0,4.0,0.0
105069.0,9.0,1.0,19.0,334.0,1.0,0.0
65874.0,3.0,1.0,10.0,480.0,4.0,0.0
39306.0,3.0,1.0,13.0,137.0,4.0,0.0
193336.0,12.0,1.0,25.0,178.0,3.0,0.0
59064.0,11.0,1.0,15.0,319.0,2.0,1.0
76822.0,3.0,1.0,3.0,371.0,2.0,0.0
72224.0,3.0,1.0,19.0,280.0,1.0,0.0
150215.0,18.0,1.0,9.0,121.0,3.0,0.0
62543.0,21.0,1.0,13.0,128.0,1.0,0.0
118781.0,3.0,1.0,15.0,137.0,0.0,0.0
165935.0,12.0,1.0,41.0,277.0,1.0,0.0
87836.0,24.0,1.0,13.0,178.0,1.0,0.0
15749.0,3.0,1.0,19.0,19.0,2.0,0.0
151614.0,12.0,1.0,19.0,277.0,0.0,1.0
126483.0,15.0,1.0,10.0,245.0,5.0,0.0
134010.0,12.0,1.0,30.0,245.0,2.0,0.0
47118.0,18.0,1.0,17.0,107.0,2.0,0.0
179912.0,18.0,1.0,13.0,439.0,5.0,0.0
15651.0,15.0,1.0,8.0,315.0,5.0,0.0
101839.0,64.0,1.0,13.0,459.0,4.0,0.0
111414.0,11.0,1.0,19.0,469.0,1.0,0.0
7795.0,64.0,1.0,19.0,459.0,1.0,0.0
178597.0,15.0,1.0,19.0,153.0,1.0,0.0
8499.0,18.0,1.0,1.0,107.0,2.0,0.0
16255.0,3.0,1.0,13.0,280.0,1.0,0.0
81846.0,14.0,1.0,19.0,371.0,5.0,0.0
97100.0,3.0,1.0,8.0,211.0,2.0,0.0
135778.0,17.0,1.0,13.0,280.0,3.0,1.0
34751.0,12.0,1.0,19.0,259.0,2.0,0.0
46824.0,18.0,1.0,1.0,107.0,3.0,0.0
124267.0,3.0,1.0,13.0,115.0,2.0,0.0
182802.0,12.0,1.0,13.0,140.0,4.0,0.0
210913.0,18.0,1.0,27.0,107.0,3.0,0.0
62670.0,3.0,1.0,37.0,137.0,1.0,0.0
73516.0,14.0,1.0,18.0,379.0,0.0,0.0
9849.0,22.0,1.0,19.0,496.0,3.0,0.0
73414.0,15.0,1.0,13.0,245.0,3.0,0.0
205126.0,8.0,1.0,10.0,145.0,1.0,0.0
49139.0,12.0,1.0,13.0,277.0,5.0,0.0
47906.0,1.0,1.0,19.0,125.0,3.0,0.0
52089.0,19.0,0.0,24.0,213.0,1.0,1.0
5185.0,9.0,1.0,19.0,215.0,2.0,0.0
76540.0,9.0,1.0,13.0,445.0,1.0,1.0
11865.0,25.0,1.0,35.0,259.0,2.0,0.0
22702.0,2.0,1.0,18.0,236.0,3.0,0.0
107202.0,21.0,1.0,13.0,128.0,2.0,0.0
158652.0,18.0,1.0,19.0,121.0,5.0,0.0
71762.0,14.0,1.0,3.0,442.0,1.0,0.0
118252.0,2.0,1.0,13.0,435.0,5.0,0.0
13573.0,64.0,1.0,18.0,459.0,3.0,0.0
148688.0,20.0,1.0,22.0,259.0,2.0,0.0
5348.0,15.0,1.0,13.0,140.0,5.0,0.0
183131.0,9.0,1.0,19.0,334.0,4.0,1.0
78120.0,1.0,1.0,19.0,134.0,2.0,0.0
103431.0,3.0,1.0,19.0,280.0,5.0,0.0
148688.0,20.0,1.0,22.0,259.0,2.0,0.0
170113.0,9.0,1.0,22.0,258.0,2.0,0.0
5348.0,15.0,1.0,13.0,140.0,5.0,0.0
27956.0,9.0,1.0,13.0,334.0,5.0,0.0
7645.0,9.0,1.0,19.0,134.0,5.0,0.0
25201.0,13.0,3032.0,607.0,469.0,4.0,0.0
93937.0,22.0,1.0,18.0,496.0,2.0,0.0
106727.0,21.0,1.0,18.0,128.0,4.0,0.0
178873.0,2.0,1.0,41.0,237.0,2.0,0.0
39238.0,3.0,2.0,15.0,137.0,3.0,0.0
123697.0,9.0,1.0,23.0,442.0,5.0,0.0
3271.0,18.0,1.0,19.0,439.0,2.0,0.0
92227.0,13.0,1.0,17.0,477.0,1.0,0.0
3461.0,9.0,1.0,32.0,215.0,1.0,0.0
139050.0,15.0,1.0,13.0,245.0,3.0,0.0
50482.0,9.0,1.0,19.0,215.0,3.0,0.0
186361.0,64.0,1.0,13.0,459.0,4.0,0.0
187470.0,9.0,1.0,19.0,232.0,3.0,1.0
148908.0,14.0,1.0,37.0,489.0,4.0,0.0
87266.0,18.0,1.0,19.0,134.0,2.0,0.0
111739.0,3.0,1.0,22.0,280.0,5.0,0.0
123763.0,6.0,1.0,19.0,459.0,4.0,0.0
103131.0,3.0,2.0,11.0,115.0,5.0,0.0
149765.0,12.0,1.0,19.0,174.0,2.0,0.0
83306.0,12.0,1.0,20.0,178.0,0.0,0.0
13775.0,3.0,1.0,8.0,424.0,2.0,0.0
52857.0,1.0,1.0,13.0,134.0,1.0,0.0
147582.0,3.0,1.0,22.0,379.0,4.0,0.0
22334.0,3.0,1.0,17.0,137.0,4.0,0.0
116428.0,3.0,1.0,3.0,280.0,4.0,0.0
39175.0,18.0,1.0,19.0,107.0,1.0,0.0
102350.0,18.0,1.0,19.0,121.0,3.0,0.0
8392.0,15.0,1.0,13.0,111.0,4.0,0.0
52022.0,55.0,1.0,13.0,453.0,3.0,0.0
83802.0,12.0,2.0,13.0,178.0,1.0,0.0
11050.0,15.0,1.0,10.0,3.0,3.0,0.0
4486.0,3.0,1.0,13.0,424.0,2.0,0.0
37458.0,9.0,1.0,22.0,215.0,1.0,0.0
194983.0,18.0,1.0,19.0,107.0,4.0,0.0
209691.0,14.0,1.0,6.0,208.0,4.0,1.0
57479.0,12.0,1.0,19.0,245.0,1.0,0.0
50129.0,25.0,1.0,19.0,259.0,4.0,0.0
118995.0,1.0,1.0,19.0,134.0,3.0,0.0
28052.0,12.0,1.0,13.0,277.0,3.0,0.0
69375.0,2.0,1.0,18.0,219.0,5.0,0.0
75588.0,9.0,1.0,19.0,215.0,1.0,0.0
23257.0,18.0,1.0,13.0,134.0,1.0,0.0
99940.0,9.0,1.0,37.0,215.0,5.0,0.0
28584.0,3.0,1.0,18.0,137.0,2.0,0.0
63976.0,2.0,1.0,15.0,469.0,2.0,0.0
187331.0,2.0,1.0,19.0,236.0,1.0,1.0
3271.0,15.0,1.0,19.0,430.0,0.0,0.0
177762.0,12.0,1.0,13.0,178.0,4.0,0.0
141601.0,3.0,1.0,26.0,409.0,3.0,0.0
23584.0,18.0,1.0,14.0,376.0,5.0,0.0
48337.0,3.0,1.0,22.0,280.0,4.0,0.0
109734.0,2.0,1.0,19.0,236.0,3.0,0.0
104199.0,1.0,1.0,17.0,17.0,5.0,0.0
55426.0,24.0,1.0,6.0,105.0,4.0,0.0
113262.0,22.0,1.0,13.0,496.0,1.0,0.0
111521.0,26.0,1.0,13.0,266.0,3.0,0.0
122627.0,9.0,1.0,13.0,334.0,1.0,0.0
52614.0,3.0,1.0,19.0,280.0,1.0,0.0
114878.0,2.0,2.0,9.0,205.0,3.0,0.0
40413.0,3.0,1.0,30.0,280.0,3.0,0.0
201130.0,14.0,1.0,47.0,463.0,1.0,0.0
130023.0,9.0,1.0,41.0,334.0,0.0,0.0
51048.0,9.0,1.0,16.0,442.0,2.0,1.0
45519.0,2.0,1.0,36.0,435.0,4.0,0.0
64621.0,9.0,1.0,13.0,244.0,3.0,1.0
92668.0,3.0,1.0,13.0,280.0,2.0,0.0
69196.0,20.0,1.0,19.0,478.0,1.0,1.0
34636.0,3.0,1.0,17.0,280.0,0.0,0.0
9972.0,3.0,1.0,19.0,280.0,2.0,0.0
203927.0,12.0,1.0,25.0,178.0,5.0,0.0
183018.0,3.0,1.0,8.0,417.0,2.0,0.0
176690.0,14.0,1.0,3.0,379.0,3.0,0.0
7335.0,3.0,1.0,18.0,280.0,2.0,0.0
17930.0,3.0,1.0,13.0,442.0,0.0,0.0
31372.0,3.0,1.0,19.0,371.0,3.0,0.0
92766.0,12.0,1.0,30.0,265.0,5.0,0.0
99887.0,3.0,1.0,19.0,280.0,1.0,0.0
116098.0,26.0,1.0,58.0,262.0,0.0,0.0
114904.0,3.0,1.0,12.0,280.0,4.0,0.0
104507.0,2.0,1.0,17.0,435.0,5.0,0.0
140217.0,15.0,1.0,47.0,278.0,3.0,0.0
37855.0,26.0,1.0,19.0,266.0,1.0,0.0
40924.0,9.0,1.0,18.0,232.0,2.0,0.0
172352.0,14.0,1.0,12.0,463.0,1.0,0.0
192594.0,3.0,1.0,28.0,280.0,1.0,1.0
73278.0,26.0,1.0,19.0,121.0,4.0,0.0
192602.0,12.0,1.0,19.0,328.0,3.0,0.0
26682.0,3.0,1.0,19.0,280.0,1.0,0.0
23233.0,3.0,2.0,9.0,137.0,0.0,0.0
93587.0,2.0,1.0,10.0,477.0,5.0,0.0
130078.0,37.0,1.0,19.0,21.0,2.0,1.0
188546.0,9.0,1.0,17.0,232.0,2.0,0.0
14414.0,8.0,1.0,17.0,145.0,2.0,0.0
166416.0,18.0,1.0,16.0,134.0,4.0,0.0
50347.0,3.0,1.0,19.0,409.0,2.0,0.0
90469.0,3.0,1.0,17.0,280.0,2.0,0.0
68599.0,15.0,1.0,13.0,386.0,3.0,0.0
108015.0,9.0,1.0,19.0,466.0,3.0,0.0
25071.0,12.0,1.0,37.0,497.0,1.0,0.0
80532.0,3.0,1.0,23.0,280.0,3.0,0.0
176931.0,12.0,1.0,6.0,328.0,4.0,1.0
124210.0,12.0,1.0,10.0,424.0,0.0,0.0
42122.0,1.0,1.0,27.0,134.0,4.0,0.0
99816.0,12.0,1.0,10.0,277.0,5.0,0.0
77983.0,18.0,1.0,19.0,107.0,3.0,0.0
85109.0,15.0,1.0,27.0,245.0,5.0,0.0
122020.0,19.0,0.0,29.0,333.0,5.0,1.0
2076.0,2.0,1.0,15.0,435.0,1.0,0.0
107131.0,3.0,1.0,13.0,280.0,1.0,0.0
76883.0,8.0,1.0,19.0,145.0,2.0,1.0
150275.0,9.0,1.0,19.0,244.0,3.0,1.0
145113.0,3.0,1.0,13.0,379.0,0.0,1.0
184320.0,9.0,1.0,17.0,215.0,4.0,0.0
93357.0,3.0,1.0,19.0,130.0,5.0,0.0
12252.0,12.0,1.0,19.0,265.0,3.0,0.0
55849.0,25.0,1.0,53.0,259.0,0.0,0.0
79916.0,12.0,1.0,19.0,19.0,3.0,0.0
53422.0,19.0,0.0,0.0,213.0,4.0,1.0
56889.0,20.0,1.0,20.0,259.0,5.0,1.0
61935.0,8.0,1.0,9.0,145.0,5.0,0.0
73487.0,15.0,2.0,11.0,245.0,0.0,0.0
9383.0,12.0,1.0,3.0,328.0,5.0,0.0
100333.0,15.0,1.0,10.0,245.0,4.0,0.0
18741.0,18.0,1.0,14.0,134.0,0.0,0.0
203341.0,3.0,1.0,13.0,371.0,1.0,0.0
199699.0,1.0,1.0,19.0,349.0,5.0,0.0
156731.0,8.0,1.0,13.0,145.0,5.0,0.0
106000.0,15.0,1.0,19.0,3.0,1.0,0.0
137056.0,9.0,1.0,19.0,244.0,1.0,1.0
29107.0,3.0,1.0,11.0,371.0,1.0,0.0
140003.0,12.0,1.0,15.0,277.0,5.0,0.0
97018.0,6.0,1.0,23.0,459.0,4.0,0.0
189687.0,2.0,1.0,47.0,258.0,5.0,0.0
188637.0,3.0,1.0,19.0,280.0,6.0,0.0
20093.0,3.0,1.0,18.0,409.0,1.0,0.0
70557.0,12.0,1.0,22.0,497.0,4.0,0.0
137012.0,27.0,1.0,13.0,153.0,3.0,0.0
947.0,3.0,1.0,17.0,424.0,5.0,0.0
55413.0,18.0,1.0,40.0,107.0,1.0,0.0
48027.0,18.0,1.0,22.0,439.0,5.0,0.0
143373.0,3.0,1.0,22.0,280.0,4.0,0.0
53453.0,8.0,1.0,19.0,145.0,2.0,0.0
16067.0,15.0,1.0,13.0,315.0,4.0,0.0
77792.0,13.0,1.0,25.0,469.0,2.0,0.0
137095.0,27.0,1.0,17.0,153.0,3.0,0.0
167889.0,15.0,1.0,19.0,245.0,1.0,0.0
133111.0,18.0,1.0,19.0,376.0,4.0,0.0
59420.0,3.0,1.0,16.0,280.0,2.0,0.0
99024.0,14.0,1.0,13.0,416.0,5.0,0.0
5314.0,18.0,1.0,3.0,107.0,5.0,0.0
49410.0,12.0,1.0,13.0,481.0,2.0,0.0
22792.0,18.0,1.0,19.0,107.0,2.0,0.0
88168.0,26.0,1.0,10.0,121.0,1.0,0.0
120669.0,28.0,1.0,13.0,135.0,3.0,0.0
5534.0,2.0,1.0,18.0,236.0,5.0,0.0
111025.0,1.0,1.0,47.0,134.0,1.0,0.0
37167.0,28.0,1.0,3.0,135.0,4.0,0.0
33901.0,15.0,1.0,37.0,140.0,3.0,0.0
200220.0,12.0,1.0,8.0,259.0,0.0,0.0
97474.0,8.0,1.0,13.0,145.0,2.0,1.0
191518.0,12.0,1.0,22.0,178.0,4.0,0.0
210557.0,9.0,1.0,19.0,215.0,4.0,1.0
32573.0,18.0,1.0,40.0,107.0,3.0,0.0
15217.0,9.0,1.0,25.0,134.0,0.0,1.0
4535.0,2.0,1.0,27.0,452.0,3.0,0.0
110964.0,2.0,1.0,27.0,452.0,3.0,0.0
59323.0,2.0,1.0,19.0,236.0,0.0,0.0
5348.0,3.0,1.0,19.0,280.0,4.0,0.0
111025.0,14.0,1.0,13.0,134.0,3.0,0.0
116288.0,3.0,1.0,19.0,371.0,1.0,0.0
85150.0,3.0,1.0,13.0,280.0,1.0,0.0
141496.0,18.0,1.0,17.0,107.0,2.0,0.0
140783.0,24.0,1.0,17.0,105.0,1.0,0.0
166416.0,11.0,1.0,16.0,469.0,3.0,0.0
183499.0,2.0,1.0,13.0,219.0,1.0,0.0
58288.0,12.0,1.0,19.0,328.0,5.0,0.0
13185.0,2.0,1.0,13.0,237.0,1.0,0.0
81419.0,15.0,1.0,13.0,480.0,1.0,0.0
1567.0,3.0,1.0,18.0,280.0,2.0,0.0
102206.0,3.0,1.0,19.0,417.0,0.0,0.0
16609.0,26.0,1.0,3.0,121.0,0.0,0.0
150681.0,14.0,1.0,22.0,379.0,5.0,0.0
50301.0,12.0,1.0,19.0,178.0,2.0,0.0
17231.0,12.0,1.0,19.0,277.0,4.0,0.0
121247.0,26.0,1.0,13.0,121.0,1.0,0.0
120608.0,155.0,1.0,8.0,213.0,2.0,1.0
199168.0,3.0,1.0,10.0,280.0,0.0,0.0
4220.0,14.0,1.0,8.0,360.0,1.0,0.0
79909.0,2.0,1.0,6.0,477.0,1.0,0.0
123276.0,12.0,2.0,13.0,265.0,4.0,0.0
96136.0,18.0,3032.0,607.0,107.0,5.0,0.0
78593.0,18.0,1.0,13.0,134.0,1.0,0.0
186495.0,15.0,2.0,27.0,245.0,2.0,0.0
75651.0,2.0,1.0,17.0,212.0,2.0,0.0
204844.0,12.0,1.0,8.0,265.0,4.0,0.0
47984.0,15.0,1.0,19.0,245.0,3.0,0.0
14997.0,15.0,1.0,53.0,278.0,1.0,0.0
134524.0,3.0,1.0,13.0,409.0,4.0,0.0
41725.0,15.0,1.0,19.0,245.0,0.0,0.0
100157.0,12.0,1.0,19.0,265.0,4.0,0.0
14223.0,12.0,1.0,19.0,178.0,1.0,0.0
75090.0,12.0,1.0,19.0,265.0,3.0,0.0
90855.0,64.0,1.0,19.0,459.0,0.0,1.0
132907.0,23.0,1.0,25.0,153.0,3.0,0.0
161949.0,3.0,1.0,8.0,130.0,5.0,0.0
116810.0,3.0,1.0,13.0,442.0,2.0,0.0
10335.0,14.0,1.0,32.0,439.0,2.0,0.0
199727.0,3.0,1.0,19.0,409.0,2.0,0.0
197625.0,15.0,1.0,10.0,412.0,1.0,0.0
68335.0,3.0,1.0,19.0,489.0,1.0,0.0
107231.0,3.0,1.0,18.0,489.0,4.0,0.0
4264.0,2.0,1.0,3.0,212.0,3.0,0.0
2306.0,13.0,1.0,19.0,477.0,0.0,0.0
28082.0,3.0,1.0,13.0,280.0,5.0,0.0
43793.0,12.0,1.0,30.0,277.0,3.0,0.0
135425.0,18.0,1.0,37.0,107.0,5.0,0.0
181228.0,15.0,1.0,19.0,265.0,1.0,0.0
145896.0,3.0,1.0,13.0,480.0,3.0,0.0
22758.0,18.0,3032.0,607.0,107.0,5.0,0.0
82988.0,2.0,1.0,8.0,477.0,5.0,0.0
47176.0,24.0,1.0,19.0,105.0,1.0,0.0
164679.0,12.0,1.0,15.0,259.0,4.0,0.0
132698.0,1.0,1.0,19.0,178.0,4.0,0.0
5348.0,9.0,1.0,13.0,215.0,0.0,0.0
97500.0,12.0,1.0,19.0,205.0,4.0,0.0
63685.0,18.0,1.0,18.0,134.0,1.0,0.0
43809.0,9.0,1.0,11.0,134.0,3.0,0.0
96806.0,25.0,1.0,19.0,259.0,3.0,0.0
5299.0,14.0,1.0,19.0,379.0,3.0,0.0
130017.0,9.0,1.0,13.0,334.0,0.0,1.0
84687.0,9.0,1.0,13.0,258.0,4.0,0.0
69407.0,18.0,1.0,19.0,107.0,2.0,0.0
29594.0,14.0,1.0,18.0,134.0,1.0,0.0
178866.0,14.0,1.0,6.0,371.0,3.0,1.0
121287.0,3.0,1.0,22.0,480.0,1.0,0.0
102383.0,3.0,1.0,13.0,280.0,4.0,0.0
101374.0,15.0,1.0,13.0,245.0,3.0,0.0
86664.0,18.0,1.0,3.0,439.0,5.0,0.0
178280.0,6.0,1.0,13.0,125.0,3.0,0.0
95906.0,11.0,1.0,53.0,122.0,6.0,0.0
64982.0,3.0,1.0,13.0,280.0,1.0,0.0
92891.0,9.0,1.0,19.0,215.0,4.0,0.0
156561.0,12.0,1.0,20.0,265.0,4.0,0.0
9766.0,9.0,1.0,13.0,334.0,5.0,0.0
159123.0,20.0,1.0,47.0,259.0,4.0,0.0
95688.0,2.0,1.0,13.0,236.0,2.0,0.0
100339.0,14.0,1.0,18.0,208.0,1.0,0.0
24637.0,8.0,1.0,18.0,145.0,1.0,0.0
86388.0,14.0,1.0,17.0,467.0,3.0,0.0
93253.0,3.0,1.0,19.0,280.0,4.0,0.0
65710.0,18.0,1.0,8.0,107.0,3.0,0.0
211435.0,3.0,1.0,10.0,135.0,3.0,0.0
202014.0,9.0,1.0,6.0,244.0,5.0,1.0
121927.0,9.0,1.0,13.0,334.0,2.0,0.0
